annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_par_m2,age_estime,categorie_prix,cat_surface,annee,mois,trimestre
ANO001064,2024-08-09,Terrain moderne Meknès,Meknès,Ville Nouvelle,Terrain,Vente,1348886.06,250.84,0,0,0,2015,5377.48,11,Moyen,Grand,2024,8,3
ANO000773,2024-08-09,Beau Appartement Meknès,Meknès,Ville Nouvelle,Appartement,Vente,650672.86,69.57,3,2,2,2005,9352.78,21,Moyen,Petit,2024,8,3
ANO000575,2024-08-10,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,638657.26,100.38,2,2,1,2002,6362.4,24,Moyen,Moyen,2024,8,3
ANO000146,2024-08-10,Appartement 125m² Ville Nouvelle,Meknès,Ville Nouvelle,Appartement,Vente,558891.37,125.72,2,1,0,1998,4445.52,28,Moyen,Moyen,2024,8,3
ANO000305,2024-08-10,Appartement à vente - Marrakech,Marrakech,Targa,Appartement,Vente,579926.04,124.44,1,1,2,2009,4660.29,17,Moyen,Moyen,2024,8,3
ANO001119,2024-08-10,Appartement moderne Marrakech,Marrakech,Targa,Appartement,Vente,478742.63,80.86,2,2,1,2010,5920.64,16,Économique,Moyen,2024,8,3
ANO000139,2024-08-10,Appartement moderne Rabat,Rabat,Ocean,Appartement,Location,2359.51,66.29,4,2,3,2000,35.59,26,Économique,Petit,2024,8,3
ANO000082,2024-08-11,Appartement à vente - Rabat,Rabat,Souissi,Appartement,Vente,653890.62,54.99,2,1,2,1994,11891.08,32,Moyen,Petit,2024,8,3
ANO001294,2024-08-11,Bureau 132m² Medina,Marrakech,Medina,Bureau,Vente,1121487.74,132.07,0,0,6,2011,8491.62,15,Moyen,Moyen,2024,8,3
ANO001082,2024-08-11,Beau Terrain Oujda,Oujda,Hay Qods,Terrain,Vente,1117618.56,279.26,0,0,0,2016,4002.07,10,Moyen,Grand,2024,8,3
ANO000207,2024-08-12,Appartement à vente - Rabat,Rabat,Hay Riad,Appartement,Vente,2192403.69,90.6,2,1,2,1988,24198.72,38,Haut standing,Moyen,2024,8,3
ANO000488,2024-08-12,Appartement moderne Casablanca,Casablanca,Anfa,Appartement,Location,1612.34,79.77,2,2,0,1987,20.21,39,Économique,Petit,2024,8,3
ANO000758,2024-08-13,Villa à vente - Meknès,Meknès,Ville Nouvelle,Villa,Vente,1956385.72,195.94,5,3,0,2010,9984.62,16,Haut standing,Grand,2024,8,3
ANO001419,2024-08-14,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Vente,2093539.21,110.89,1,1,2,2009,18879.42,17,Haut standing,Moyen,2024,8,3
ANO001298,2024-08-14,Beau Terrain Kenitra,Kénitra,Centre,Terrain,Vente,974771.4,204.01,0,0,0,1994,4778.06,32,Moyen,Grand,2024,8,3
ANO000123,2024-08-14,Appartement à vente - Rabat,Rabat,Ocean,Appartement,Vente,576891.1,85.31,2,2,3,2001,6762.29,25,Moyen,Moyen,2024,8,3
ANO001260,2024-08-15,Appartement moderne Rabat,Rabat,Hassan,Appartement,Vente,402586.74,33.11,2,2,3,1998,12159.07,28,Économique,Petit,2024,8,3
ANO000753,2024-08-17,Bureau à location - Marrakech,Marrakech,Medina,Bureau,Location,6219.02,103.17,0,0,8,1989,60.28,37,Moyen,Moyen,2024,8,3
ANO001001,2024-08-18,Villa moderne Kenitra,Kénitra,Centre,Villa,Location,12553.15,181.17,4,2,0,2006,69.29,20,Haut standing,Grand,2024,8,3
ANO000928,2024-08-19,Beau Duplex Fès,Fès,Medina,Duplex,Vente,1410140.86,89.84,4,2,5,1984,15696.14,42,Moyen,Moyen,2024,8,3
ANO001150,2024-08-20,Appartement moderne Fès,Fès,Medina,Appartement,Vente,453404.02,75.31,3,1,2,1993,6020.5,33,Économique,Petit,2024,8,3
ANO000390,2024-08-20,Appartement à vente - Casablanca,Casablanca,Hay Mohammadi,Appartement,Vente,617669.09,99.87,2,1,1,2012,6184.73,14,Moyen,Moyen,2024,8,3
ANO001474,2024-08-20,Beau Appartement Meknès,Meknès,Ville Nouvelle,Appartement,Vente,283798.27,119.24,3,1,1,2001,2380.06,25,Économique,Moyen,2024,8,3
ANO000351,2024-08-22,Appartement moderne Tanger,Tanger,Centre Ville,Appartement,Vente,474932.48,94.9,3,2,0,2013,5004.56,13,Économique,Moyen,2024,8,3
ANO000412,2024-08-23,Appartement 64m² Talborjt,Agadir,Talborjt,Appartement,Vente,3031883.74,64.91,2,2,0,2023,46709.04,3,Haut standing,Petit,2024,8,3
ANO001183,2024-08-24,Beau Villa Kenitra,Kénitra,Centre,Villa,Vente,2543532.9,367.32,3,2,0,2001,6924.57,25,Haut standing,Grand,2024,8,3
ANO001090,2024-08-24,Villa 268m² Malabata,Tanger,Malabata,Villa,Vente,2010996.05,268.52,6,3,0,2015,7489.19,11,Haut standing,Grand,2024,8,3
ANO000054,2024-08-25,Appartement à vente - Fès,Fès,Ville Nouvelle,Appartement,Vente,628786.43,60.63,2,2,2,2011,10370.88,15,Moyen,Petit,2024,8,3
ANO000971,2024-08-25,Appartement à vente - Rabat,Rabat,Hassan,Appartement,Vente,485759.79,93.96,3,2,0,1989,5169.86,37,Économique,Moyen,2024,8,3
ANO001310,2024-08-26,Beau Bureau Agadir,Agadir,Talborjt,Bureau,Vente,1384993.45,72.83,0,0,3,2011,19016.8,15,Moyen,Petit,2024,8,3
ANO000158,2024-08-26,Terrain 118m² Tanger,Tanger,Centre Ville,Terrain,Vente,109423.65,118.18,0,0,0,2020,925.91,6,Économique,Moyen,2024,8,3
ANO000924,2024-08-26,Beau Terrain Tanger,Tanger,Centre Ville,Terrain,Location,2964.24,275.3,0,0,0,2004,10.77,22,Économique,Grand,2024,8,3
ANO000308,2024-08-27,Bureau 125m² Meknès,Meknès,Hamria,Bureau,Vente,789393.88,125.32,0,0,2,2004,6299.03,22,Moyen,Moyen,2024,8,3
ANO001059,2024-08-27,Terrain moderne Tétouan,Tétouan,M'diq,Terrain,Vente,499334.89,209.71,0,0,0,1998,2381.07,28,Économique,Grand,2024,8,3
ANO000224,2024-08-28,Villa moderne Tétouan,Tétouan,M'diq,Villa,Vente,2745753.43,349.69,4,2,0,1993,7851.96,33,Haut standing,Grand,2024,8,3
ANO001169,2024-08-28,Appartement à vente - Rabat,Rabat,Ocean,Appartement,Vente,1799286.32,50.69,2,1,5,2004,35495.88,22,Haut standing,Petit,2024,8,3
ANO001163,2024-08-29,Appartement moderne Agadir,Agadir,Talborjt,Appartement,Vente,733623.42,101.62,3,2,1,2002,7219.28,24,Moyen,Moyen,2024,8,3
ANO000293,2024-08-29,Villa moderne Tétouan,Tétouan,Centre,Villa,Location,7764.78,267.9,4,2,0,2009,28.98,17,Moyen,Grand,2024,8,3
ANO000553,2024-08-29,Bureau à vente - Tétouan,Tétouan,M'diq,Bureau,Vente,1267384.39,172.7,0,0,3,2001,7338.65,25,Moyen,Grand,2024,8,3
ANO001219,2024-08-29,Villa à vente - Marrakech,Marrakech,Targa,Villa,Vente,2274681.74,279.13,4,3,0,2010,8149.18,16,Haut standing,Grand,2024,8,3
ANO001042,2024-08-29,Appartement à location - Meknès,Meknès,Hamria,Appartement,Location,2028.15,81.52,3,2,0,2015,24.88,11,Économique,Moyen,2024,8,3
ANO001350,2024-08-31,Terrain à location - Tétouan,Tétouan,M'diq,Terrain,Location,6577.59,287.48,0,0,0,2013,22.88,13,Moyen,Grand,2024,8,3
ANO001459,2024-09-02,Appartement à location - Tanger,Tanger,Malabata,Appartement,Location,2677.33,101.15,3,1,3,1991,26.47,35,Économique,Moyen,2024,9,3
ANO001134,2024-09-02,Appartement moderne Casablanca,Casablanca,Maarif,Appartement,Vente,501472.31,97.29,2,1,2,2008,5154.41,18,Moyen,Moyen,2024,9,3
ANO000313,2024-09-03,Appartement 102m² Hay Essalam,Kénitra,Hay Essalam,Appartement,Vente,1591506.87,102.71,3,1,0,2011,15495.15,15,Haut standing,Moyen,2024,9,3
ANO000697,2024-09-04,Appartement moderne Fès,Fès,Medina,Appartement,Vente,1818700.64,121.31,2,1,1,2004,14992.17,22,Haut standing,Moyen,2024,9,3
ANO001328,2024-09-04,Beau Bureau Agadir,Agadir,Centre,Bureau,Vente,1856245.83,246.08,0,0,8,2001,7543.26,25,Haut standing,Grand,2024,9,3
ANO000211,2024-09-05,Beau Villa Kenitra,Kénitra,Centre,Villa,Vente,1353767.69,372.36,4,2,0,2008,3635.64,18,Moyen,Grand,2024,9,3
ANO001321,2024-09-05,Beau Appartement Marrakech,Marrakech,Medina,Appartement,Location,6829.39,132.26,3,1,5,2010,51.64,16,Moyen,Moyen,2024,9,3
ANO000709,2024-09-06,Villa 293m² Ville Nouvelle,Fès,Ville Nouvelle,Villa,Vente,2211232.95,293.77,3,2,0,1982,7527.09,44,Haut standing,Grand,2024,9,3
ANO001369,2024-09-07,Beau Appartement Rabat,Rabat,Hay Riad,Appartement,Vente,542483.25,91.08,3,1,0,2000,5956.12,26,Moyen,Moyen,2024,9,3
ANO001079,2024-09-07,Terrain moderne Marrakech,Marrakech,Medina,Terrain,Location,1663.45,322.74,0,0,0,2018,5.15,8,Économique,Grand,2024,9,3
ANO001021,2024-09-08,Beau Appartement Meknès,Meknès,Ville Nouvelle,Appartement,Vente,588094.39,76.68,2,1,2,2009,7669.46,17,Moyen,Petit,2024,9,3
ANO000790,2024-09-11,Duplex à vente - Tanger,Tanger,Centre Ville,Duplex,Vente,775585.23,94.17,2,2,8,2019,8236.01,7,Moyen,Moyen,2024,9,3
ANO000815,2024-09-12,Appartement 102m² Souissi,Rabat,Souissi,Appartement,Location,1579.71,102.24,1,1,7,1992,15.45,34,Économique,Moyen,2024,9,3
ANO000332,2024-09-12,Villa 169m² Maarif,Casablanca,Maarif,Villa,Location,7436.03,169.87,6,3,0,2003,43.77,23,Moyen,Grand,2024,9,3
ANO000366,2024-09-12,Villa moderne Marrakech,Marrakech,Medina,Villa,Location,23515.7,256.29,3,2,0,1994,91.75,32,Luxe,Grand,2024,9,3
ANO000720,2024-09-12,Beau Appartement Agadir,Agadir,Talborjt,Appartement,Vente,511874.19,117.04,2,2,1,2014,4373.5,12,Moyen,Moyen,2024,9,3
ANO000437,2024-09-13,Beau Bureau Oujda,Oujda,Hay Qods,Bureau,Location,6537.43,138.99,0,0,2,2009,47.04,17,Moyen,Moyen,2024,9,3
ANO001030,2024-09-13,Terrain 65m² Maarif,Casablanca,Maarif,Terrain,Vente,1165691.24,65.87,0,0,0,2003,17696.85,23,Moyen,Petit,2024,9,3
ANO000763,2024-09-16,Beau Appartement Casablanca,Casablanca,Hay Mohammadi,Appartement,Vente,644006.86,78.71,4,3,0,2003,8182.02,23,Moyen,Petit,2024,9,3
ANO000275,2024-09-16,Villa à location - Rabat,Rabat,Hay Riad,Villa,Location,13397.8,220.97,4,3,0,1993,60.63,33,Haut standing,Grand,2024,9,3
ANO000183,2024-09-17,Appartement moderne Tanger,Tanger,Centre Ville,Appartement,Location,2476.99,79.92,1,1,4,2012,30.99,14,Économique,Petit,2024,9,3
ANO000356,2024-09-17,Beau Terrain Tétouan,Tétouan,Centre,Terrain,Vente,464099.03,144.64,0,0,0,2019,3208.65,7,Économique,Moyen,2024,9,3
ANO001463,2024-09-17,Duplex moderne Marrakech,Marrakech,Medina,Duplex,Location,5552.93,78.37,2,2,2,2011,70.86,15,Moyen,Petit,2024,9,3
ANO000254,2024-09-18,Beau Appartement Marrakech,Marrakech,Targa,Appartement,Vente,634037.19,70.61,2,1,2,2009,8979.42,17,Moyen,Petit,2024,9,3
ANO000725,2024-09-18,Appartement à location - Tanger,Tanger,Malabata,Appartement,Location,2046.47,88.79,1,1,3,2003,23.05,23,Économique,Moyen,2024,9,3
ANO000150,2024-09-20,Beau Villa Tanger,Tanger,Iberia,Villa,Location,18360.72,208.89,4,2,0,2001,87.9,25,Haut standing,Grand,2024,9,3
ANO000155,2024-09-20,Bureau 128m² Hay Qods,Oujda,Hay Qods,Bureau,Vente,920109.8,128.56,0,0,3,2010,7157.05,16,Moyen,Moyen,2024,9,3
ANO000078,2024-09-21,Appartement à vente - Meknès,Meknès,Hamria,Appartement,Vente,575975.03,86.14,4,1,0,2004,6686.5,22,Moyen,Moyen,2024,9,3
ANO000730,2024-09-21,Terrain à vente - Agadir,Agadir,Centre,Terrain,Vente,720004.3,248.49,0,0,0,2014,2897.52,12,Moyen,Grand,2024,9,3
ANO000702,2024-09-21,Bureau moderne Meknès,Meknès,Hamria,Bureau,Vente,1650173.91,72.42,0,0,7,2023,22786.16,3,Haut standing,Petit,2024,9,3
ANO000377,2024-09-21,Appartement moderne Agadir,Agadir,Talborjt,Appartement,Vente,542303.4,93.22,2,1,1,2012,5817.46,14,Moyen,Moyen,2024,9,3
ANO001457,2024-09-22,Appartement à vente - Meknès,Meknès,Hamria,Appartement,Vente,469301.73,90.58,2,1,1,1996,5181.07,30,Économique,Moyen,2024,9,3
ANO000881,2024-09-23,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Location,10894.89,79.55,1,1,0,2003,136.96,23,Haut standing,Petit,2024,9,3
ANO000976,2024-09-24,Terrain moderne Tétouan,Tétouan,Centre,Terrain,Vente,875672.12,286.05,0,0,0,2011,3061.26,15,Moyen,Grand,2024,9,3
ANO001048,2024-09-24,Villa 242m² Non spécifié,Casablanca,Non spécifié,Villa,Vente,2809158.87,242.07,4,3,0,1990,11604.74,36,Haut standing,Grand,2024,9,3
ANO000863,2024-09-25,Appartement moderne Oujda,Oujda,Centre,Appartement,Vente,391690.34,79.93,2,2,0,2010,4900.42,16,Économique,Petit,2024,9,3
ANO000614,2024-09-25,Villa moderne Tanger,Tanger,Centre Ville,Villa,Location,8383.77,239.72,6,2,0,1994,34.97,32,Haut standing,Grand,2024,9,3
ANO000194,2024-09-25,Appartement moderne Rabat,Rabat,Ocean,Appartement,Location,2749.0,93.46,3,2,4,1993,29.41,33,Économique,Moyen,2024,9,3
ANO000647,2024-09-25,Appartement 87m² Fès,Fès,Medina,Appartement,Vente,680294.36,87.45,2,2,0,2001,7779.24,25,Moyen,Moyen,2024,9,3
ANO001158,2024-09-26,Beau Appartement Meknès,Meknès,Hamria,Appartement,Location,2161.18,86.31,3,2,4,2001,25.04,25,Économique,Moyen,2024,9,3
ANO000382,2024-09-27,Beau Terrain Oujda,Oujda,Centre,Terrain,Vente,837672.94,279.23,0,0,0,2010,2999.94,16,Moyen,Grand,2024,9,3
ANO001114,2024-09-27,Beau Bureau Fès,Fès,Ville Nouvelle,Bureau,Vente,1918544.33,148.24,0,0,3,2001,12942.15,25,Haut standing,Moyen,2024,9,3
ANO001405,2024-09-28,Villa moderne Marrakech,Marrakech,Targa,Villa,Vente,2598921.89,101.25,4,2,0,2009,25668.36,17,Haut standing,Moyen,2024,9,3
ANO001481,2024-09-29,Villa 267m² Talborjt,Agadir,Talborjt,Villa,Location,6086.13,267.85,5,2,0,2014,22.72,12,Moyen,Grand,2024,9,3
ANO000265,2024-09-29,Beau Villa Kenitra,Kénitra,Centre,Villa,Vente,2335789.42,147.86,4,2,0,2009,15797.3,17,Haut standing,Moyen,2024,9,3
ANO001409,2024-09-30,Appartement à vente - Kenitra,Kénitra,Centre,Appartement,Vente,385191.65,98.0,2,2,5,2024,3930.53,2,Économique,Moyen,2024,9,3
ANO000501,2024-09-30,Appartement moderne Kenitra,Kénitra,Hay Essalam,Appartement,Vente,643403.33,71.22,3,2,1,2003,9034.03,23,Moyen,Petit,2024,9,3
ANO000984,2024-10-03,Villa à location - Casablanca,Casablanca,Bourgogne,Villa,Location,5539.05,346.48,4,3,0,2011,15.99,15,Moyen,Grand,2024,10,4
ANO000362,2024-10-04,Appartement 94m² Centre,Kénitra,Centre,Appartement,Vente,2830699.19,94.55,3,1,2,2009,29938.65,17,Haut standing,Moyen,2024,10,4
ANO000260,2024-10-04,Beau Bureau Oujda,Oujda,Hay Qods,Bureau,Vente,1100992.55,117.02,0,0,8,2014,9408.58,12,Moyen,Moyen,2024,10,4
ANO001142,2024-10-04,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,45000.0,40.6,1,1,3,2018,1108.37,8,Économique,Petit,2024,10,4
ANO000426,2024-10-04,Appartement moderne Meknès,Meknès,Hamria,Appartement,Vente,567006.03,142.98,2,1,4,2013,3965.63,13,Moyen,Moyen,2024,10,4
ANO001164,2024-10-07,Villa moderne Agadir,Agadir,Centre,Villa,Vente,3603601.25,223.84,4,3,0,2008,16099.0,18,Haut standing,Grand,2024,10,4
ANO000219,2024-10-07,Terrain 307m² Hay Essalam,Kénitra,Hay Essalam,Terrain,Vente,1572007.94,307.11,0,0,0,2010,5118.71,16,Haut standing,Grand,2024,10,4
ANO000540,2024-10-07,Appartement moderne Meknès,Meknès,Ville Nouvelle,Appartement,Vente,459785.07,74.34,2,2,1,2019,6184.89,7,Économique,Petit,2024,10,4
ANO000865,2024-10-08,Appartement moderne Kenitra,Kénitra,Centre,Appartement,Vente,544861.19,86.45,4,2,7,2009,6302.62,17,Moyen,Moyen,2024,10,4
ANO000221,2024-10-08,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Vente,481160.56,71.33,2,2,4,2009,6745.56,17,Économique,Petit,2024,10,4
ANO000240,2024-10-09,Appartement à vente - Meknès,Meknès,Hamria,Appartement,Vente,568036.21,75.91,3,2,4,2010,7483.02,16,Moyen,Petit,2024,10,4
ANO001413,2024-10-12,Beau Appartement Meknès,Meknès,Hamria,Appartement,Location,2888.84,76.32,3,1,7,2021,37.85,5,Économique,Petit,2024,10,4
ANO000404,2024-10-12,Appartement à vente - Fès,Fès,Medina,Appartement,Vente,2699830.7,53.9,3,1,1,1989,50089.62,37,Haut standing,Petit,2024,10,4
ANO001367,2024-10-12,Beau Bureau Agadir,Agadir,Centre,Bureau,Vente,1147132.26,122.89,0,0,6,1997,9334.63,29,Moyen,Moyen,2024,10,4
ANO000851,2024-10-12,Beau Bureau Marrakech,Marrakech,Medina,Bureau,Vente,565606.68,44.8,0,0,3,2024,12625.15,2,Moyen,Petit,2024,10,4
ANO001450,2024-10-13,Beau Appartement Rabat,Rabat,Ocean,Appartement,Vente,360138.79,61.49,2,2,3,1991,5856.87,35,Économique,Petit,2024,10,4
ANO001400,2024-10-13,Appartement à vente - Tétouan,Tétouan,M'diq,Appartement,Vente,45000.0,15.0,1,1,4,2014,3000.0,12,Économique,Petit,2024,10,4
ANO000479,2024-10-13,Beau Appartement Meknès,Meknès,Hamria,Appartement,Vente,529945.39,92.06,1,1,2,2008,5756.52,18,Moyen,Moyen,2024,10,4
ANO001003,2024-10-13,Beau Appartement Agadir,Agadir,Talborjt,Appartement,Vente,2194414.52,46.32,2,1,2,2018,47375.1,8,Haut standing,Petit,2024,10,4
ANO000645,2024-10-13,Beau Appartement Oujda,Oujda,Centre,Appartement,Location,1976.65,82.35,2,3,6,2024,24.0,2,Économique,Moyen,2024,10,4
ANO001252,2024-10-14,Appartement moderne Meknès,Meknès,Hamria,Appartement,Vente,496213.05,67.69,2,2,2,2010,7330.67,16,Économique,Petit,2024,10,4
ANO001065,2024-10-14,Terrain à vente - Agadir,Agadir,Hay Mohammadi,Terrain,Vente,1484495.55,225.88,0,0,0,2011,6572.05,15,Moyen,Grand,2024,10,4
ANO001203,2024-10-15,Beau Appartement Rabat,Rabat,Souissi,Appartement,Vente,456417.65,112.05,2,1,2,1979,4073.34,47,Économique,Moyen,2024,10,4
ANO000975,2024-10-15,Terrain moderne Casablanca,Casablanca,Hay Mohammadi,Terrain,Location,2966.36,292.3,0,0,0,2001,10.15,25,Économique,Grand,2024,10,4
ANO001329,2024-10-15,Appartement moderne Agadir,Agadir,Centre,Appartement,Vente,579145.84,32.95,3,2,3,2014,17576.51,12,Moyen,Petit,2024,10,4
ANO001206,2024-10-16,Appartement moderne Casablanca,Casablanca,Hay Mohammadi,Appartement,Vente,638156.51,60.35,1,1,0,1995,10574.26,31,Moyen,Petit,2024,10,4
ANO001230,2024-10-16,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,581773.04,116.88,3,1,0,2008,4977.52,18,Moyen,Moyen,2024,10,4
ANO000153,2024-10-16,Appartement moderne Fès,Fès,Zouagha,Appartement,Vente,537156.36,59.12,1,1,8,1991,9085.87,35,Moyen,Petit,2024,10,4
ANO000001,2024-10-16,Appartement à location - Rabat,Rabat,Hassan,Appartement,Location,2438.42,81.54,2,1,1,2009,29.9,17,Économique,Moyen,2024,10,4
ANO001318,2024-10-16,Appartement à vente - Marrakech,Marrakech,Medina,Appartement,Vente,1666287.28,139.6,3,1,2,2014,11936.16,12,Haut standing,Moyen,2024,10,4
ANO001026,2024-10-16,Appartement moderne Casablanca,Casablanca,Non spécifié,Appartement,Location,3072.67,104.38,2,2,4,2003,29.44,23,Moyen,Moyen,2024,10,4
ANO000597,2024-10-16,Beau Appartement Fès,Fès,Zouagha,Appartement,Vente,588300.94,118.51,4,2,5,1971,4964.15,55,Moyen,Moyen,2024,10,4
ANO000821,2024-10-17,Beau Villa Oujda,Oujda,Hay Qods,Villa,Vente,2237977.63,309.41,4,2,0,2013,7233.05,13,Haut standing,Grand,2024,10,4
ANO001070,2024-10-18,Appartement 107m² Talborjt,Agadir,Talborjt,Appartement,Vente,649623.02,107.51,2,1,6,2011,6042.44,15,Moyen,Moyen,2024,10,4
ANO000180,2024-10-18,Beau Appartement Meknès,Meknès,Ville Nouvelle,Appartement,Vente,503853.33,110.16,3,2,1,2005,4573.83,21,Moyen,Moyen,2024,10,4
ANO000694,2024-10-18,Appartement moderne Casablanca,Casablanca,Bourgogne,Appartement,Vente,1819924.29,85.01,3,2,2,2009,21408.36,17,Haut standing,Moyen,2024,10,4
ANO000966,2024-10-19,Beau Appartement Kenitra,Kénitra,Centre,Appartement,Vente,1021148.52,32.9,2,2,0,2009,31037.95,17,Moyen,Petit,2024,10,4
ANO000157,2024-10-19,Beau Bureau Kenitra,Kénitra,Hay Essalam,Bureau,Vente,987799.54,96.97,0,0,3,2007,10186.65,19,Moyen,Moyen,2024,10,4
ANO001223,2024-10-20,Beau Appartement Casablanca,Casablanca,Ain Diab,Appartement,Vente,637765.63,99.76,4,3,4,1997,6393.0,29,Moyen,Moyen,2024,10,4
ANO000147,2024-10-20,Terrain moderne Kenitra,Kénitra,Centre,Terrain,Location,1155.94,293.33,0,0,0,2009,3.94,17,Économique,Grand,2024,10,4
ANO000319,2024-10-21,Villa 339m² Meknès,Meknès,Ville Nouvelle,Villa,Vente,2158924.41,339.38,4,2,0,2012,6361.38,14,Haut standing,Grand,2024,10,4
ANO000592,2024-10-22,Appartement moderne Agadir,Agadir,Hay Mohammadi,Appartement,Vente,573352.89,66.44,3,1,1,1999,8629.63,27,Moyen,Petit,2024,10,4
ANO000193,2024-10-24,Appartement moderne Rabat,Rabat,Hassan,Appartement,Location,2313.09,104.27,2,1,6,1977,22.18,49,Économique,Moyen,2024,10,4
ANO001454,2024-10-25,Beau Villa Oujda,Oujda,Hay Qods,Villa,Location,28081.32,274.59,4,3,0,2003,102.27,23,Luxe,Grand,2024,10,4
ANO001404,2024-10-25,Appartement 78m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,414873.52,78.59,2,1,6,2005,5278.96,21,Économique,Petit,2024,10,4
ANO000335,2024-10-26,Beau Terrain Marrakech,Marrakech,Targa,Terrain,Vente,817889.11,222.37,0,0,0,2015,3678.06,11,Moyen,Grand,2024,10,4
ANO001408,2024-10-26,Beau Appartement Casablanca,Casablanca,Bourgogne,Appartement,Vente,651372.93,84.86,3,1,0,2017,7675.85,9,Moyen,Moyen,2024,10,4
ANO000137,2024-10-27,Villa 291m² Souissi,Rabat,Souissi,Villa,Location,9040.59,291.16,4,3,0,2010,31.05,16,Haut standing,Grand,2024,10,4
ANO000856,2024-10-28,Appartement 60m² Ville Nouvelle,Fès,Ville Nouvelle,Appartement,Vente,501027.9,60.1,3,2,9,2009,8336.57,17,Moyen,Petit,2024,10,4
ANO000056,2024-10-28,Beau Appartement Kenitra,Kénitra,Centre,Appartement,Location,2398.13,105.55,3,2,3,2024,22.72,2,Économique,Moyen,2024,10,4
ANO000484,2024-10-29,Beau Appartement Agadir,Agadir,Talborjt,Appartement,Location,8034.03,92.72,3,2,0,2023,86.65,3,Haut standing,Moyen,2024,10,4
ANO000167,2024-10-29,Bureau à location - Agadir,Agadir,Hay Mohammadi,Bureau,Location,3399.01,64.69,0,0,3,2017,52.54,9,Moyen,Petit,2024,10,4
ANO001499,2024-10-29,Appartement 126m² Centre,Oujda,Centre,Appartement,Vente,652804.3,126.93,4,3,0,2010,5143.03,16,Moyen,Moyen,2024,10,4
ANO000256,2024-10-30,Beau Appartement Fès,Fès,Zouagha,Appartement,Vente,465618.83,84.13,2,1,2,2024,5534.52,2,Économique,Moyen,2024,10,4
ANO001353,2024-10-31,Appartement moderne Tanger,Tanger,Centre Ville,Appartement,Vente,725463.51,96.22,3,1,0,2017,7539.63,9,Moyen,Moyen,2024,10,4
ANO001433,2024-10-31,Appartement 88m² Centre,Agadir,Centre,Appartement,Location,1693.56,88.16,1,1,2,2002,19.21,24,Économique,Moyen,2024,10,4
ANO000223,2024-11-01,Villa moderne Meknès,Meknès,Hamria,Villa,Vente,2072511.39,370.32,3,2,0,1988,5596.54,38,Haut standing,Grand,2024,11,4
ANO000457,2024-11-02,Appartement 62m² Targa,Marrakech,Targa,Appartement,Location,7290.75,62.88,2,1,0,2008,115.95,18,Moyen,Petit,2024,11,4
ANO000455,2024-11-02,Beau Villa Agadir,Agadir,Talborjt,Villa,Location,24717.48,172.15,4,3,0,2019,143.58,7,Luxe,Grand,2024,11,4
ANO000392,2024-11-02,Bureau moderne Casablanca,Casablanca,Bourgogne,Bureau,Vente,1174962.75,89.84,0,0,8,1995,13078.39,31,Moyen,Moyen,2024,11,4
ANO001200,2024-11-02,Appartement 93m² Californie,Casablanca,Californie,Appartement,Vente,670856.0,93.4,2,1,4,1996,7182.61,30,Moyen,Moyen,2024,11,4
ANO000400,2024-11-03,Appartement à location - Tanger,Tanger,Centre Ville,Appartement,Location,8883.98,90.6,1,1,0,2020,98.06,6,Haut standing,Moyen,2024,11,4
ANO000509,2024-11-03,Duplex moderne Tétouan,Tétouan,M'diq,Duplex,Vente,1576675.93,204.44,4,2,5,2024,7712.17,2,Haut standing,Grand,2024,11,4
ANO000848,2024-11-03,Terrain à vente - Oujda,Oujda,Centre,Terrain,Vente,422448.53,273.96,0,0,0,2007,1542.01,19,Économique,Grand,2024,11,4
ANO000403,2024-11-04,Appartement à location - Agadir,Agadir,Centre,Appartement,Location,1863.04,68.43,4,2,1,1998,27.23,28,Économique,Petit,2024,11,4
ANO000205,2024-11-06,Villa 159m² Kenitra,Kénitra,Centre,Villa,Location,9359.94,159.96,3,2,0,2024,58.51,2,Haut standing,Grand,2024,11,4
ANO000950,2024-11-06,Appartement 69m² Centre,Tétouan,Centre,Appartement,Vente,449528.51,69.8,2,1,0,2005,6440.24,21,Économique,Petit,2024,11,4
ANO000209,2024-11-06,Terrain à location - Rabat,Rabat,Souissi,Terrain,Location,5111.82,238.65,0,0,0,1985,21.42,41,Moyen,Grand,2024,11,4
ANO000640,2024-11-09,Beau Appartement Tanger,Tanger,Malabata,Appartement,Location,1901.99,80.8,3,2,1,2006,23.54,20,Économique,Moyen,2024,11,4
ANO000717,2024-11-09,Appartement moderne Rabat,Rabat,Agdal,Appartement,Location,2150.44,43.92,4,2,2,1997,48.96,29,Économique,Petit,2024,11,4
ANO001313,2024-11-09,Villa moderne Kenitra,Kénitra,Centre,Villa,Vente,30000.0,143.38,3,1,0,2007,209.23,19,Économique,Moyen,2024,11,4
